lemma	form	tags	attested_count	pron_exact	ortho_exact	onomastic	case_evidence
resist	resisted	V;PST/V;V.PTCP;PST	32	yes	yes	no	common (3/351 medial-cap, 2 initial)
conceit	conceited	V;PST/V;V.PTCP;PST	14	yes	yes	no	common (2/102 medial-cap, 2 initial)
indian	indians	N;PL/V;PRS;3;SG	50	yes	yes	no	proper (407/407 medial-cap, 7 initial)
grievance	grievances	N;PL/V;PRS;3;SG	8	yes	yes	no	common (2/60 medial-cap, 0 initial)
operator	operators	N;PL/V;PRS;3;SG	97	yes	yes	no	common (0/110 medial-cap, 0 initial)
jackson	jacksons	N;PL/V;PRS;3;SG	9	yes	yes	no	proper (108/108 medial-cap, 7 initial)
exist	existing	V;V.PTCP;PRS	309	yes	yes	no	common (0/373 medial-cap, 1 initial)
dane	danes	N;PL/V;PRS;3;SG	7	yes	yes	no	proper (12/12 medial-cap, 1 initial)
prohibit	prohibited	V;PST/V;V.PTCP;PST	26	yes	yes	no	common (0/13 medial-cap, 0 initial)
lower	lowers	N;PL/V;PRS;3;SG	35	yes	yes	no	common (126/1760 medial-cap, 36 initial)
hunter	hunters	N;PL/V;PRS;3;SG	54	yes	yes	no	dual (75/166 medial-cap, 3 initial)
unadjust	unadjusted	V;PST/V;V.PTCP;PST	75	yes	yes	no	no-census
clement	clements	N;PL/V;PRS;3;SG	6	yes	yes	no	proper (10/12 medial-cap, 0 initial)
ground	grounded	V;PST/V;V.PTCP;PST	25	yes	yes	no	common (18/2779 medial-cap, 2 initial)
steam	steamed	V;PST/V;V.PTCP;PST	7	yes	yes	no	common (10/194 medial-cap, 3 initial)
strengthen	strengthened	V;PST/V;V.PTCP;PST	113	yes	yes	no	common (6/162 medial-cap, 1 initial)
verne	vernes	N;PL/V;PRS;3;SG	13	yes	yes	no	proper (1/1 medial-cap, 0 initial)
formation	formations	N;PL/V;PRS;3;SG	13	yes	yes	no	common (6/124 medial-cap, 1 initial)
registration	registrations	N;PL/V;PRS;3;SG	58	yes	yes	no	common (3/64 medial-cap, 0 initial)
embolden	emboldened	V;PST/V;V.PTCP;PST	8	yes	yes	no	no-census
tempt	tempted	V;PST/V;V.PTCP;PST	77	yes	yes	no	common (2/104 medial-cap, 0 initial)
stepp	stepped	V;PST/V;V.PTCP;PST	133	yes	yes	no	proper (1/1 medial-cap, 0 initial)
lull	lulled	V;PST/V;V.PTCP;PST	6	yes	yes	no	common (1/53 medial-cap, 1 initial)
neighbour	neighbours	N;PL/V;PRS;3;SG	89	yes	yes	no	common (1/405 medial-cap, 2 initial)
barr	barred	V;PST/V;V.PTCP;PST	26	yes	yes	no	proper (2/4 medial-cap, 0 initial)
mottl	mottled	V;PST/V;V.PTCP;PST	9	yes	yes	no	no-census
theater	theaters	N;PL/V;PRS;3;SG	15	yes	yes	no	common (18/109 medial-cap, 1 initial)
mcandrew	mcandrews	N;PL/V;PRS;3;SG	5	yes	yes	no	no-census
demand	demanding	V;V.PTCP;PRS	55	yes	yes	no	common (46/1156 medial-cap, 12 initial)
comfort	comforted	V;PST/V;V.PTCP;PST	52	yes	yes	no	common (6/1234 medial-cap, 6 initial)
obey	obeyed	V;PST/V;V.PTCP;PST	68	yes	yes	no	common (6/370 medial-cap, 5 initial)
cancel	canceled	V;PST/V;V.PTCP;PST	11	yes	yes	no	common (2/39 medial-cap, 1 initial)
straighten	straightening	V;V.PTCP;PRS	8	yes	yes	no	common (0/10 medial-cap, 1 initial)
insinuation	insinuations	N;PL/V;PRS;3;SG	7	yes	yes	no	common (1/17 medial-cap, 0 initial)
favor	favors	N;PL/V;PRS;3;SG	26	yes	yes	no	common (2/312 medial-cap, 1 initial)
alarm	alarms	N;PL/V;PRS;3;SG	10	yes	yes	no	common (4/586 medial-cap, 2 initial)
heed	heeded	V;PST/V;V.PTCP;PST	9	yes	yes	no	common (2/253 medial-cap, 5 initial)
preceed	preceeding	V;V.PTCP;PRS	6	yes	yes	no	no-census
phillip	phillips	N;PL/V;PRS;3;SG	57	yes	yes	no	proper (5/5 medial-cap, 1 initial)
maintain	maintains	N;PL/V;PRS;3;SG	40	yes	yes	no	common (3/414 medial-cap, 1 initial)
argosystem	argosystems	N;PL/V;PRS;3;SG	20	yes	yes	no	no-census
depict	depicted	V;PST/V;V.PTCP;PST	13	yes	yes	no	common (0/25 medial-cap, 0 initial)
hopkin	hopkins	N;PL/V;PRS;3;SG	26	yes	yes	no	no-census
takeover	takeovers	N;PL/V;PRS;3;SG	41	yes	yes	no	common (68/404 medial-cap, 4 initial)
mixture	mixtures	N;PL/V;PRS;3;SG	8	yes	yes	no	common (2/220 medial-cap, 0 initial)
flounder	floundering	V;V.PTCP;PRS	7	yes	yes	no	common (0/6 medial-cap, 0 initial)
prescription	prescriptions	N;PL/V;PRS;3;SG	6	yes	yes	no	common (0/44 medial-cap, 0 initial)
approval	approvals	N;PL/V;PRS;3;SG	68	yes	yes	no	common (8/580 medial-cap, 1 initial)
frighten	frightened	V;PST/V;V.PTCP;PST	132	yes	yes	no	common (1/179 medial-cap, 0 initial)
sister	sisters	N;PL/V;PRS;3;SG	188	yes	yes	no	common (94/3648 medial-cap, 31 initial)
witt	witted	V;PST/V;V.PTCP;PST	8	yes	yes	no	proper (3/3 medial-cap, 1 initial)
commitment	commitments	N;PL/V;PRS;3;SG	153	yes	yes	no	common (5/99 medial-cap, 1 initial)
opera	operas	N;PL/V;PRS;3;SG	6	yes	yes	no	common (89/270 medial-cap, 3 initial)
rumor	rumors	N;PL/V;PRS;3;SG	104	yes	yes	no	common (8/53 medial-cap, 5 initial)
depend	depends	N;PL/V;PRS;3;SG	158	yes	yes	no	common (4/410 medial-cap, 35 initial)
night	nights	N;PL/V;PRS;3;SG	138	yes	yes	no	common (164/8957 medial-cap, 61 initial)
tend	tends	N;PL/V;PRS;3;SG	41	yes	yes	no	common (0/155 medial-cap, 1 initial)
insist	insists	N;PL/V;PRS;3;SG	27	yes	yes	no	common (0/270 medial-cap, 0 initial)
eskimo	eskimos	N;PL/V;PRS;3;SG	5	yes	yes	no	proper (4/4 medial-cap, 0 initial)
region	regions	N;PL/V;PRS;3;SG	110	yes	yes	no	common (10/357 medial-cap, 0 initial)
elia	elias	N;PL/V;PRS;3;SG	32	yes	yes	no	no-census
gallow	gallows	N;PL/V;PRS;3;SG	19	yes	yes	no	no-census
exceed	exceeds	N;PL/V;PRS;3;SG	26	yes	yes	no	common (3/167 medial-cap, 0 initial)
warrant	warrants	N;PL/V;PRS;3;SG	133	yes	yes	no	common (6/204 medial-cap, 2 initial)
fir	firs	N;PL/V;PRS;3;SG	8	yes	yes	no	common (35/98 medial-cap, 0 initial)
staff	staffs	N;PL/V;PRS;3;SG	12	yes	yes	no	common (32/528 medial-cap, 1 initial)
crack	cracking	V;V.PTCP;PRS	33	yes	yes	no	common (0/164 medial-cap, 5 initial)
trust	trusts	N;PL/V;PRS;3;SG	22	yes	yes	no	common (250/1570 medial-cap, 30 initial)
divest	divested	V;PST/V;V.PTCP;PST	14	yes	yes	no	common (8/46 medial-cap, 0 initial)
kuwaiti	kuwaitis	N;PL/V;PRS;3;SG	7	yes	yes	no	proper (88/88 medial-cap, 5 initial)
exert	exerted	V;PST/V;V.PTCP;PST	26	yes	yes	no	common (0/102 medial-cap, 1 initial)
terror	terrors	N;PL/V;PRS;3;SG	43	yes	yes	no	common (9/803 medial-cap, 9 initial)
flagg	flagging	V;V.PTCP;PRS	7	yes	yes	no	common (0/1 medial-cap, 0 initial)
decoration	decorations	N;PL/V;PRS;3;SG	9	yes	yes	no	common (0/50 medial-cap, 0 initial)
scour	scoured	V;PST/V;V.PTCP;PST	6	yes	yes	no	common (0/10 medial-cap, 0 initial)
governor	governors	N;PL/V;PRS;3;SG	84	yes	yes	no	common (177/801 medial-cap, 18 initial)
roof	roofing	V;V.PTCP;PRS	6	yes	yes	no	common (1/635 medial-cap, 0 initial)
weather	weathered	V;PST/V;V.PTCP;PST	8	yes	yes	no	common (50/1067 medial-cap, 11 initial)
blackmail	blackmailed	V;PST/V;V.PTCP;PST	7	yes	yes	no	common (0/6 medial-cap, 0 initial)
bourbon	bourbons	N;PL/V;PRS;3;SG	7	yes	yes	no	proper (20/24 medial-cap, 0 initial)
communication	communications	N;PL/V;PRS;3;SG	242	yes	yes	no	common (11/495 medial-cap, 3 initial)
fix	fixed	V;PST/V;V.PTCP;PST	514	yes	yes	no	common (3/233 medial-cap, 2 initial)
institution	institutions	N;PL/V;PRS;3;SG	248	yes	yes	no	common (37/207 medial-cap, 0 initial)
favour	favours	N;PL/V;PRS;3;SG	13	yes	yes	no	common (5/1014 medial-cap, 3 initial)
branche	branches	N;PL/V;PRS;3;SG	221	yes	yes	no	no-census
sponsor	sponsors	N;PL/V;PRS;3;SG	14	yes	yes	no	common (5/30 medial-cap, 2 initial)
campbell	campbells	N;PL/V;PRS;3;SG	26	yes	yes	no	proper (64/64 medial-cap, 15 initial)
brahm	brahms	N;PL/V;PRS;3;SG	7	yes	yes	no	proper (1/1 medial-cap, 0 initial)
export	exports	N;PL/V;PRS;3;SG	1257	yes	yes	no	common (172/1044 medial-cap, 34 initial)
bestow	bestowing	V;V.PTCP;PRS	5	yes	yes	no	common (0/214 medial-cap, 4 initial)
outweigh	outweighed	V;PST/V;V.PTCP;PST	11	yes	yes	no	common (0/17 medial-cap, 0 initial)
succeed	succeeded	V;PST/V;V.PTCP;PST	112	yes	yes	no	common (3/276 medial-cap, 1 initial)
cushion	cushioning	V;V.PTCP;PRS	6	yes	yes	no	common (1/91 medial-cap, 0 initial)
fran	frans	N;PL/V;PRS;3;SG	11	yes	yes	no	proper (4/4 medial-cap, 9 initial)
warn	warning	V;V.PTCP;PRS	181	yes	yes	no	common (4/351 medial-cap, 6 initial)
liquid	liquids	N;PL/V;PRS;3;SG	35	yes	yes	no	common (5/186 medial-cap, 2 initial)
sweepstake	sweepstakes	N;PL/V;PRS;3;SG	32	yes	yes	no	no-census
separation	separations	N;PL/V;PRS;3;SG	5	yes	yes	no	common (3/299 medial-cap, 3 initial)
connect	connected	V;PST/V;V.PTCP;PST	123	yes	yes	no	common (0/51 medial-cap, 0 initial)
lack	lacks	N;PL/V;PRS;3;SG	32	yes	yes	no	common (3/367 medial-cap, 2 initial)
proclaim	proclaiming	V;V.PTCP;PRS	11	yes	yes	no	common (3/75 medial-cap, 1 initial)
exceed	exceeded	V;PST/V;V.PTCP;PST	41	yes	yes	no	common (3/167 medial-cap, 0 initial)
abound	abounding	V;V.PTCP;PRS	13	yes	yes	no	common (0/49 medial-cap, 0 initial)
talk	talks	N;PL/V;PRS;3;SG	783	yes	yes	no	common (20/3169 medial-cap, 56 initial)
sober	sobering	V;V.PTCP;PRS	6	yes	yes	no	common (4/221 medial-cap, 0 initial)
allow	allowing	V;V.PTCP;PRS	122	yes	yes	no	common (25/1498 medial-cap, 88 initial)
pertain	pertaining	V;V.PTCP;PRS	20	yes	yes	no	common (0/9 medial-cap, 0 initial)
soul	souls	N;PL/V;PRS;3;SG	172	yes	yes	no	common (27/3123 medial-cap, 3 initial)
persist	persisting	V;V.PTCP;PRS	13	yes	yes	no	common (2/93 medial-cap, 0 initial)
appall	appalling	V;V.PTCP;PRS	20	yes	yes	no	common (0/2 medial-cap, 0 initial)
appearance	appearances	N;PL/V;PRS;3;SG	38	yes	yes	no	common (5/1817 medial-cap, 2 initial)
replant	replanting	V;V.PTCP;PRS	7	yes	yes	no	no-census
greeting	greetings	N;PL/V;PRS;3;SG	18	yes	yes	no	common (1/147 medial-cap, 2 initial)
decant	decanting	V;V.PTCP;PRS	8	yes	yes	no	no-census
bett	betting	V;V.PTCP;PRS	9	yes	yes	no	no-census
rapp	rapping	V;V.PTCP;PRS	6	yes	yes	no	proper (11/11 medial-cap, 0 initial)
embark	embarked	V;PST/V;V.PTCP;PST	11	yes	yes	no	common (0/42 medial-cap, 0 initial)
redemption	redemptions	N;PL/V;PRS;3;SG	9	yes	yes	no	common (0/58 medial-cap, 0 initial)
grassland	grasslands	N;PL/V;PRS;3;SG	6	yes	yes	no	common (0/2 medial-cap, 0 initial)
front	fronting	V;V.PTCP;PRS	7	yes	yes	no	common (7/1807 medial-cap, 2 initial)
boy	boys	N;PL/V;PRS;3;SG	324	yes	yes	no	common (113/4611 medial-cap, 25 initial)
limitation	limitations	N;PL/V;PRS;3;SG	40	yes	yes	no	common (0/41 medial-cap, 0 initial)
distort	distorted	V;PST/V;V.PTCP;PST	26	yes	yes	no	common (0/21 medial-cap, 0 initial)
remember	remembered	V;PST/V;V.PTCP;PST	248	yes	yes	no	common (53/2789 medial-cap, 220 initial)
strengthen	strengthens	N;PL/V;PRS;3;SG	9	yes	yes	no	common (6/162 medial-cap, 1 initial)
confirm	confirming	V;V.PTCP;PRS	22	yes	yes	no	common (0/167 medial-cap, 0 initial)
detect	detecting	V;V.PTCP;PRS	13	yes	yes	no	common (0/74 medial-cap, 0 initial)
correct	corrected	V;PST/V;V.PTCP;PST	72	yes	yes	no	common (7/417 medial-cap, 2 initial)
delay	delayed	V;PST/V;V.PTCP;PST	147	yes	yes	no	common (9/573 medial-cap, 2 initial)
arena	arenas	N;PL/V;PRS;3;SG	7	yes	yes	no	common (0/27 medial-cap, 0 initial)
adopt	adopts	N;PL/V;PRS;3;SG	17	yes	yes	no	common (1/160 medial-cap, 1 initial)
rhode	rhodes	N;PL/V;PRS;3;SG	15	yes	yes	no	proper (116/116 medial-cap, 5 initial)
intermedic	intermedics	N;PL/V;PRS;3;SG	11	yes	yes	no	no-census
succeed	succeeds	N;PL/V;PRS;3;SG	23	yes	yes	no	common (3/276 medial-cap, 1 initial)
tonnage	tonnages	N;PL/V;PRS;3;SG	6	yes	yes	no	common (3/52 medial-cap, 0 initial)
detergent	detergents	N;PL/V;PRS;3;SG	7	yes	yes	no	common (0/25 medial-cap, 1 initial)
laps	lapsed	V;PST/V;V.PTCP;PST	10	yes	yes	no	common (0/15 medial-cap, 0 initial)
thought	thoughts	N;PL/V;PRS;3;SG	385	yes	yes	no	common (27/12531 medial-cap, 27 initial)
shepherd	shepherds	N;PL/V;PRS;3;SG	44	yes	yes	no	common (72/277 medial-cap, 0 initial)
scatter	scattered	V;PST/V;V.PTCP;PST	153	yes	yes	no	common (3/78 medial-cap, 1 initial)
insult	insulted	V;PST/V;V.PTCP;PST	24	yes	yes	no	common (4/319 medial-cap, 2 initial)
men	mens	N;PL/V;PRS;3;SG	7	yes	yes	no	common (108/9255 medial-cap, 168 initial)
herr	herring	V;V.PTCP;PRS	19	yes	yes	no	proper (56/56 medial-cap, 13 initial)
willow	willows	N;PL/V;PRS;3;SG	6	yes	yes	no	common (2/44 medial-cap, 1 initial)
cuban	cubans	N;PL/V;PRS;3;SG	5	yes	yes	no	proper (30/33 medial-cap, 4 initial)
signal	signaled	V;PST/V;V.PTCP;PST	6	yes	yes	no	common (40/378 medial-cap, 2 initial)
receipt	receipts	N;PL/V;PRS;3;SG	58	yes	yes	no	common (1/236 medial-cap, 1 initial)
foot	footing	V;V.PTCP;PRS	18	yes	yes	no	common (15/1725 medial-cap, 1 initial)
defeat	defeated	V;PST/V;V.PTCP;PST	44	yes	yes	no	common (7/166 medial-cap, 2 initial)
conviction	convictions	N;PL/V;PRS;3;SG	30	yes	yes	no	common (1/586 medial-cap, 0 initial)
tighten	tightened	V;PST/V;V.PTCP;PST	26	yes	yes	no	common (3/42 medial-cap, 0 initial)
capital	capitals	N;PL/V;PRS;3;SG	17	yes	yes	no	common (206/1427 medial-cap, 52 initial)
arabian	arabians	N;PL/V;PRS;3;SG	7	yes	yes	no	proper (83/83 medial-cap, 0 initial)
fruit	fruits	N;PL/V;PRS;3;SG	123	yes	yes	no	common (11/590 medial-cap, 3 initial)
accomplishment	accomplishments	N;PL/V;PRS;3;SG	30	yes	yes	no	common (2/78 medial-cap, 0 initial)
mission	missions	N;PL/V;PRS;3;SG	34	yes	yes	no	common (25/266 medial-cap, 5 initial)
goe	goes	N;PL/V;PRS;3;SG	443	yes	yes	no	common (4/33 medial-cap, 3 initial)
depend	depended	V;PST/V;V.PTCP;PST	70	yes	yes	no	common (4/410 medial-cap, 35 initial)
acquaintance	acquaintances	N;PL/V;PRS;3;SG	8	yes	yes	no	common (24/1125 medial-cap, 1 initial)
import	imports	N;PL/V;PRS;3;SG	984	yes	yes	no	common (47/472 medial-cap, 6 initial)
asian	asians	N;PL/V;PRS;3;SG	11	yes	yes	no	proper (72/72 medial-cap, 4 initial)
achievement	achievements	N;PL/V;PRS;3;SG	46	yes	yes	no	common (8/115 medial-cap, 0 initial)
conductor	conductors	N;PL/V;PRS;3;SG	5	yes	yes	no	common (1/79 medial-cap, 0 initial)
habit	habits	N;PL/V;PRS;3;SG	82	yes	yes	no	common (1/771 medial-cap, 6 initial)
recommend	recommends	N;PL/V;PRS;3;SG	17	yes	yes	no	common (4/295 medial-cap, 1 initial)
depth	depths	N;PL/V;PRS;3;SG	67	yes	yes	no	common (0/291 medial-cap, 0 initial)
salad	salads	N;PL/V;PRS;3;SG	8	yes	yes	no	common (4/55 medial-cap, 0 initial)
resolution	resolutions	N;PL/V;PRS;3;SG	22	yes	yes	no	common (15/720 medial-cap, 1 initial)
fortification	fortifications	N;PL/V;PRS;3;SG	5	yes	yes	no	common (0/14 medial-cap, 0 initial)
brown	browning	V;V.PTCP;PRS	13	yes	yes	no	proper (786/1468 medial-cap, 38 initial)
mold	molds	N;PL/V;PRS;3;SG	7	yes	yes	no	common (0/47 medial-cap, 1 initial)
encrypt	encrypted	V;PST/V;V.PTCP;PST	8	yes	yes	no	no-census
whipp	whipping	V;V.PTCP;PRS	15	yes	yes	no	no-census
syrian	syrians	N;PL/V;PRS;3;SG	62	yes	yes	no	proper (29/29 medial-cap, 0 initial)
respect	respects	N;PL/V;PRS;3;SG	59	yes	yes	no	common (9/1496 medial-cap, 14 initial)
vine	vines	N;PL/V;PRS;3;SG	42	yes	yes	no	common (1/110 medial-cap, 0 initial)
enjoy	enjoyed	V;PST/V;V.PTCP;PST	107	yes	yes	no	common (2/486 medial-cap, 1 initial)
depict	depicting	V;V.PTCP;PRS	9	yes	yes	no	common (0/25 medial-cap, 0 initial)
pyramid	pyramids	N;PL/V;PRS;3;SG	11	yes	yes	no	common (1/38 medial-cap, 0 initial)
correct	correcting	V;V.PTCP;PRS	14	yes	yes	no	common (7/417 medial-cap, 2 initial)
disappear	disappears	N;PL/V;PRS;3;SG	32	yes	yes	no	common (0/120 medial-cap, 0 initial)
acid	acids	N;PL/V;PRS;3;SG	9	yes	yes	no	common (1/55 medial-cap, 0 initial)
disappoint	disappointed	V;PST/V;V.PTCP;PST	120	yes	yes	no	common (0/59 medial-cap, 0 initial)
bueno	buenos	N;PL/V;PRS;3;SG	34	yes	yes	no	dual (0/0 medial-cap, 1 initial)
widen	widening	V;V.PTCP;PRS	27	yes	yes	no	common (2/30 medial-cap, 1 initial)
foundation	foundations	N;PL/V;PRS;3;SG	74	yes	yes	no	common (44/306 medial-cap, 1 initial)
disturbance	disturbances	N;PL/V;PRS;3;SG	8	yes	yes	no	common (0/126 medial-cap, 0 initial)
hampton	hamptons	N;PL/V;PRS;3;SG	5	yes	yes	no	proper (20/20 medial-cap, 0 initial)
air	aired	V;PST/V;V.PTCP;PST	6	yes	yes	no	common (186/4255 medial-cap, 16 initial)
banana	bananas	N;PL/V;PRS;3;SG	7	yes	yes	no	common (0/5 medial-cap, 0 initial)
debt	debts	N;PL/V;PRS;3;SG	83	yes	yes	no	common (60/1149 medial-cap, 4 initial)
weight	weights	N;PL/V;PRS;3;SG	29	yes	yes	no	common (2/699 medial-cap, 1 initial)
need	needing	V;V.PTCP;PRS	17	yes	yes	no	common (19/2871 medial-cap, 15 initial)
gear	gears	N;PL/V;PRS;3;SG	7	yes	yes	no	common (6/63 medial-cap, 1 initial)
constraint	constraints	N;PL/V;PRS;3;SG	21	yes	yes	no	common (0/107 medial-cap, 0 initial)
recollect	recollecting	V;V.PTCP;PRS	24	yes	yes	no	common (8/422 medial-cap, 21 initial)
triumph	triumphed	V;PST/V;V.PTCP;PST	5	yes	yes	no	common (15/503 medial-cap, 1 initial)
declaration	declarations	N;PL/V;PRS;3;SG	6	yes	yes	no	common (19/268 medial-cap, 1 initial)
courtier	courtiers	N;PL/V;PRS;3;SG	33	yes	yes	no	common (6/38 medial-cap, 0 initial)
brussel	brussels	N;PL/V;PRS;3;SG	33	yes	yes	no	no-census
center	centers	N;PL/V;PRS;3;SG	131	yes	yes	no	common (69/368 medial-cap, 1 initial)
stephen	stephens	N;PL/V;PRS;3;SG	11	yes	yes	yes	proper (48/48 medial-cap, 6 initial)
defend	defends	N;PL/V;PRS;3;SG	14	yes	yes	no	common (6/318 medial-cap, 5 initial)
jail	jails	N;PL/V;PRS;3;SG	5	yes	yes	no	common (18/140 medial-cap, 1 initial)
endanger	endangered	V;PST/V;V.PTCP;PST	15	yes	yes	no	common (0/15 medial-cap, 0 initial)
mexicano	mexicanos	N;PL/V;PRS;3;SG	6	yes	yes	no	no-census
pfennig	pfennigs	N;PL/V;PRS;3;SG	7	yes	yes	no	common (0/3 medial-cap, 0 initial)
carpet	carpets	N;PL/V;PRS;3;SG	8	yes	yes	no	common (3/278 medial-cap, 1 initial)
loading	loadings	N;PL/V;PRS;3;SG	9	yes	yes	no	common (12/102 medial-cap, 2 initial)
american	americans	N;PL/V;PRS;3;SG	702	yes	yes	no	proper (1790/1799 medial-cap, 182 initial)
concert	concerts	N;PL/V;PRS;3;SG	28	yes	yes	no	common (7/137 medial-cap, 1 initial)
pertain	pertains	N;PL/V;PRS;3;SG	11	yes	yes	no	common (0/9 medial-cap, 0 initial)
indoor	indoors	N;PL/V;PRS;3;SG	11	yes	yes	no	common (0/28 medial-cap, 0 initial)
perform	performing	V;V.PTCP;PRS	78	yes	yes	no	common (1/274 medial-cap, 2 initial)
dismay	dismayed	V;PST/V;V.PTCP;PST	42	yes	yes	no	common (0/203 medial-cap, 2 initial)
avert	averting	V;V.PTCP;PRS	11	yes	yes	no	common (5/51 medial-cap, 0 initial)
room	rooms	N;PL/V;PRS;3;SG	148	yes	yes	no	common (57/11154 medial-cap, 4 initial)
reason	reasoned	V;PST/V;V.PTCP;PST	23	yes	yes	no	common (37/3385 medial-cap, 9 initial)
own	owning	V;V.PTCP;PRS	32	yes	yes	no	common (21/15531 medial-cap, 4 initial)
collect	collects	N;PL/V;PRS;3;SG	13	yes	yes	no	common (1/149 medial-cap, 2 initial)
solution	solutions	N;PL/V;PRS;3;SG	63	yes	yes	no	common (8/199 medial-cap, 0 initial)
scent	scented	V;PST/V;V.PTCP;PST	22	yes	yes	no	common (2/171 medial-cap, 0 initial)
impart	imparts	N;PL/V;PRS;3;SG	6	yes	yes	no	common (1/87 medial-cap, 0 initial)
embalm	embalmed	V;PST/V;V.PTCP;PST	10	yes	yes	no	common (1/5 medial-cap, 0 initial)
print	printing	V;V.PTCP;PRS	93	yes	yes	no	common (15/181 medial-cap, 2 initial)
astound	astounding	V;V.PTCP;PRS	9	yes	yes	no	common (0/5 medial-cap, 0 initial)
administer	administered	V;PST/V;V.PTCP;PST	31	yes	yes	no	common (0/48 medial-cap, 0 initial)
warp	warping	V;V.PTCP;PRS	6	yes	yes	no	common (0/45 medial-cap, 0 initial)
assumption	assumptions	N;PL/V;PRS;3;SG	35	yes	yes	no	common (5/146 medial-cap, 3 initial)
red	reds	N;PL/V;PRS;3;SG	8	yes	yes	no	common (213/2371 medial-cap, 25 initial)
betray	betraying	V;V.PTCP;PRS	12	yes	yes	no	common (0/192 medial-cap, 1 initial)
acknowledgment	acknowledgments	N;PL/V;PRS;3;SG	5	yes	yes	no	common (0/108 medial-cap, 0 initial)
bankshare	bankshares	N;PL/V;PRS;3;SG	6	yes	yes	no	no-census
evan	evans	N;PL/V;PRS;3;SG	34	yes	yes	no	proper (100/100 medial-cap, 42 initial)
rothman	rothmans	N;PL/V;PRS;3;SG	7	yes	yes	no	proper (1/1 medial-cap, 0 initial)
abound	abounded	V;PST/V;V.PTCP;PST	11	yes	yes	no	common (0/49 medial-cap, 0 initial)
may	mays	N;PL/V;PRS;3;SG	17	yes	yes	no	common (1746/16534 medial-cap, 352 initial)
cloy	cloying	V;V.PTCP;PRS	8	yes	yes	no	common (0/1 medial-cap, 0 initial)
preparation	preparations	N;PL/V;PRS;3;SG	39	yes	yes	no	common (4/317 medial-cap, 12 initial)
exploration	explorations	N;PL/V;PRS;3;SG	8	yes	yes	no	common (77/320 medial-cap, 5 initial)
hitt	hitting	V;V.PTCP;PRS	55	yes	yes	no	no-census
retain	retained	V;PST/V;V.PTCP;PST	109	yes	yes	no	common (1/220 medial-cap, 0 initial)
brick	bricks	N;PL/V;PRS;3;SG	13	yes	yes	no	common (61/250 medial-cap, 0 initial)
impassion	impassioned	V;PST/V;V.PTCP;PST	11	yes	yes	no	no-census
obtain	obtains	N;PL/V;PRS;3;SG	5	yes	yes	no	common (2/411 medial-cap, 0 initial)
strength	strengths	N;PL/V;PRS;3;SG	17	yes	yes	no	common (12/1662 medial-cap, 5 initial)
electronic	electronics	N;PL/V;PRS;3;SG	159	yes	yes	no	common (11/152 medial-cap, 3 initial)
andre	andres	N;PL/V;PRS;3;SG	6	yes	yes	no	proper (5/5 medial-cap, 2 initial)
bann	banning	V;V.PTCP;PRS	6	yes	yes	no	no-census
extend	extends	N;PL/V;PRS;3;SG	62	yes	yes	no	common (10/188 medial-cap, 4 initial)
museum	museums	N;PL/V;PRS;3;SG	13	yes	yes	no	proper (46/81 medial-cap, 0 initial)
neighborhood	neighborhoods	N;PL/V;PRS;3;SG	41	yes	yes	no	common (0/181 medial-cap, 0 initial)
treatment	treatments	N;PL/V;PRS;3;SG	18	yes	yes	no	common (2/432 medial-cap, 3 initial)
denomination	denominations	N;PL/V;PRS;3;SG	19	yes	yes	no	common (0/24 medial-cap, 0 initial)
labor	laboring	V;V.PTCP;PRS	7	yes	yes	no	common (46/371 medial-cap, 9 initial)
construction	constructions	N;PL/V;PRS;3;SG	11	yes	yes	no	common (14/333 medial-cap, 13 initial)
paint	painted	V;PST/V;V.PTCP;PST	101	yes	yes	no	common (8/249 medial-cap, 5 initial)
murderer	murderers	N;PL/V;PRS;3;SG	34	yes	yes	no	common (7/259 medial-cap, 3 initial)
arrangement	arrangements	N;PL/V;PRS;3;SG	115	yes	yes	no	common (0/437 medial-cap, 2 initial)
million	millions	N;PL/V;PRS;3;SG	257	yes	yes	no	common (7/422 medial-cap, 0 initial)
larkin	larkins	N;PL/V;PRS;3;SG	14	yes	yes	no	proper (9/9 medial-cap, 1 initial)
dread	dreaded	V;PST/V;V.PTCP;PST	28	yes	yes	no	common (1/566 medial-cap, 4 initial)
length	lengths	N;PL/V;PRS;3;SG	34	yes	yes	no	common (3/1745 medial-cap, 2 initial)
concern	concerning	V;V.PTCP;PRS	415	yes	yes	no	common (13/647 medial-cap, 12 initial)
aspiration	aspirations	N;PL/V;PRS;3;SG	40	yes	yes	no	common (0/31 medial-cap, 0 initial)
lion	lions	N;PL/V;PRS;3;SG	56	yes	yes	no	common (82/378 medial-cap, 6 initial)
liv	living	V;V.PTCP;PRS	851	yes	yes	no	proper (20/23 medial-cap, 3 initial)
discover	discovered	V;PST/V;V.PTCP;PST	190	yes	yes	no	common (0/406 medial-cap, 1 initial)
met	mets	N;PL/V;PRS;3;SG	12	yes	yes	no	common (17/2340 medial-cap, 8 initial)
eddie	eddies	N;PL/V;PRS;3;SG	12	yes	yes	no	proper (89/89 medial-cap, 9 initial)
accept	accepting	V;V.PTCP;PRS	68	yes	yes	no	common (12/898 medial-cap, 14 initial)
sinn	sinned	V;PST/V;V.PTCP;PST	134	yes	yes	no	common (0/2 medial-cap, 0 initial)
